source,topic,model,condition,language,old_relevance,new_relevance,old_units,new_units,old_errors,new_errors,new_ambiguities,old_reason,new_reason,old_report,new_report,delta_units
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\hindi-english\llama-4-maverick__4f41f0755b9e.json,ch-7_vapour_phase_refining,llama-4-maverick,hindi-english,Hindi,on_topic,on_topic,5,3,2,1,3,"The response explains vapour phase refining in Hindi, including its general concept, purported steps, specific industrial methods (Mond process and Van Arkel process), and its significance.","The text discusses vapour phase refining in metallurgy, providing an explanation of the process along with standard textbook examples (Mond process and Van Arkel process).",../../../ch-7_vapour_phase_refining/hindi-english/evaluation/llama-4-maverick__4f41f0755b9e/results.md,../ch-7_vapour_phase_refining/hindi-english/llama-4-maverick__4f41f0755b9e/results.md,-2
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\hindi-native\claude-sonnet-5__8601d54c059f.json,ch-7_vapour_phase_refining,claude-sonnet-5,hindi-native,Hindi,on_topic,on_topic,6,6,0,0,1,"The entire response directly explains vapour phase refining in Hindi, including its underlying chemical principles, illustrative analogy, key industrial examples (Mond process and van Arkel method), advantages, and summary requirements.","The explanation directly covers the basic principle, requirements, examples (Mond process and van Arkel method), and advantages of vapour phase refining in metallurgy.",../../../ch-7_vapour_phase_refining/hindi-native/evaluation/claude-sonnet-5__8601d54c059f/results.md,../ch-7_vapour_phase_refining/hindi-native/claude-sonnet-5__8601d54c059f/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\hindi-native\gemini-3.8-flash__93cf05880cde.json,ch-7_vapour_phase_refining,gemini-3.8-flash,hindi-native,Hindi,on_topic,on_topic,7,7,0,0,0,"The response directly and thoroughly explains vapour phase refining in Hindi, including its definition, conditions, general mechanism, and specific industrial examples (Mond process and Van Arkel method).","The explanation directly addresses vapour phase refining in metallurgy, outlining its core concept, necessary conditions, operational steps, and standard examples (Mond process and Van Arkel method).",../../../ch-7_vapour_phase_refining/hindi-native/evaluation/gemini-3.8-flash__93cf05880cde/results.md,../ch-7_vapour_phase_refining/hindi-native/gemini-3.8-flash__93cf05880cde/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\hindi-native\gpt-5.6-terra__6078ce8e064b.json,ch-7_vapour_phase_refining,gpt-5.6-terra,hindi-native,Hindi,on_topic,on_topic,7,7,0,0,0,"The response comprehensively explains vapour phase refining, including its core principle, two essential conditions, general procedural steps, two primary industrial examples (Mond process and Van Arkel process), an illustrative analogy, and a summary recap.","The text directly and thoroughly explains vapour phase refining of metals, including its principles, conditions, steps, and key industrial applications (Mond process and Van Arkel process).",../../../ch-7_vapour_phase_refining/hindi-native/evaluation/gpt-5.6-terra__6078ce8e064b/results.md,../ch-7_vapour_phase_refining/hindi-native/gpt-5.6-terra__6078ce8e064b/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\hindi-native\grok-4.3__bb7483adb19f.json,ch-7_vapour_phase_refining,grok-4.3,hindi-native,Hindi,on_topic,on_topic,4,4,0,0,0,"The entire response directly addresses vapour phase refining in high school chemistry, explaining its general principle, the Mond process for refining nickel, and the Van Arkel process for refining titanium/zirconium.",The text explains the fundamental principle of vapour phase refining and illustrates it using both major standard examples: the Mond process for nickel and the Van Arkel process for titanium/zirconium.,../../../ch-7_vapour_phase_refining/hindi-native/evaluation/grok-4.3__bb7483adb19f/results.md,../ch-7_vapour_phase_refining/hindi-native/grok-4.3__bb7483adb19f/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\hindi-native\llama-4-maverick__f1e1887a2326.json,ch-7_vapour_phase_refining,llama-4-maverick,hindi-native,Hindi,on_topic,on_topic,6,6,5,4,1,"The explanation directly addresses vapour phase refining in Hindi as requested for a high school level, discussing its definition, process steps, examples (zinc and nickel), benefits, and summary.","The response explains vapour phase refining in metallurgy, including its general concept, process steps, examples (Mond process and zinc), advantages, and a summary, though it partially conflates vapour phase refining with simple distillation.",../../../ch-7_vapour_phase_refining/hindi-native/evaluation/llama-4-maverick__f1e1887a2326/results.md,../ch-7_vapour_phase_refining/hindi-native/llama-4-maverick__f1e1887a2326/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\tamil-english\claude-sonnet-5__db8a0442e273.json,ch-7_vapour_phase_refining,claude-sonnet-5,tamil-english,Tamil,on_topic,on_topic,6,4,2,1,1,"The response explains vapour phase refining in Tamil, including its introduction, two-step principle, essential conditions, two main examples (Mond process and Van Arkel process), and a concluding summary.","The text explains vapour phase refining, detailing the general principle and conditions, followed by the two primary industrial examples (Mond's process and Van Arkel method) and a summary.",../../../ch-7_vapour_phase_refining/tamil-english/evaluation/claude-sonnet-5__db8a0442e273/results.md,../ch-7_vapour_phase_refining/tamil-english/claude-sonnet-5__db8a0442e273/results.md,-2
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\tamil-english\gemini-3.8-flash__1ab235504f9c.json,ch-7_vapour_phase_refining,gemini-3.8-flash,tamil-english,Tamil,on_topic,on_topic,5,4,0,0,1,The entire response directly and accurately explains the principles and major industrial processes (Mond process and Van Arkel method) of vapour phase refining in Tamil.,"The explanation directly and accurately teaches the concept, necessary conditions, and two major industrial applications (Mond process and Van Arkel method) of vapour phase refining.",../../../ch-7_vapour_phase_refining/tamil-english/evaluation/gemini-3.8-flash__1ab235504f9c/results.md,../ch-7_vapour_phase_refining/tamil-english/gemini-3.8-flash__1ab235504f9c/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\tamil-english\gpt-5.6-terra__7d529b81f6fe.json,ch-7_vapour_phase_refining,gpt-5.6-terra,tamil-english,Tamil,on_topic,on_topic,5,4,0,0,0,"The response accurately and directly explains vapour phase refining in Tamil, covering the underlying principles, necessary conditions, and the two classic industrial examples (Mond process for Ni and Van Arkel process for Ti/Zr).",The text explains the fundamental definition and requirements of vapour phase refining and details its two major industrial applications: the Mond process and the Van Arkel method.,../../../ch-7_vapour_phase_refining/tamil-english/evaluation/gpt-5.6-terra__7d529b81f6fe/results.md,../ch-7_vapour_phase_refining/tamil-english/gpt-5.6-terra__7d529b81f6fe/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\tamil-english\grok-4.3__5cedf161b6fc.json,ch-7_vapour_phase_refining,grok-4.3,tamil-english,Tamil,on_topic,on_topic,5,5,2,1,1,"The explanation covers the definition, principles, step-by-step mechanism, industrial examples (Mond process and van Arkel process), and limitations of vapour phase refining in Tamil.","The response accurately and directly explains vapour phase refining, including its basic mechanism, general procedure, and standard high school examples (Mond process and van Arkel process).",../../../ch-7_vapour_phase_refining/tamil-english/evaluation/grok-4.3__5cedf161b6fc/results.md,../ch-7_vapour_phase_refining/tamil-english/grok-4.3__5cedf161b6fc/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\tamil-english\llama-4-maverick__f001b6467e58.json,ch-7_vapour_phase_refining,llama-4-maverick,tamil-english,Tamil,on_topic,on_topic,4,4,0,2,1,The response explains the principle of vapour phase refining and covers the two major industrial examples: the Mond process for nickel and the Van Arkel process for zirconium and titanium.,The explanation directly covers the principle of vapour phase refining along with its two standard industrial applications: the Mond process for nickel and the Van Arkel process for zirconium/titanium.,../../../ch-7_vapour_phase_refining/tamil-english/evaluation/llama-4-maverick__f001b6467e58/results.md,../ch-7_vapour_phase_refining/tamil-english/llama-4-maverick__f001b6467e58/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\tamil-native\claude-sonnet-5__a06b016d156f.json,ch-7_vapour_phase_refining,claude-sonnet-5,tamil-native,Tamil,off_topic,off_topic,10,7,0,0,2,"The prompt asks for an explanation of vapour phase refining (ஆவி நிலைமை தூய்மையாக்கல்), which in chemistry/metallurgy specifically refers to the chemical method of refining metals by converting them into volatile compounds and thermally decomposing them (e.g., the Mond process for nickel and the Van Arkel process for titanium/zirconium). The response instead explains distillation, fractional distillation, and sublimation based on boiling point differences, citing examples such as crude oil refining and seawater desalination. Because the entire response addresses a completely different physical separation process, it is off-topic.","The requested topic 'vapour phase refining' refers to the metallurgical chemical refining technique where a crude metal is converted to a volatile compound with a suitable reagent and subsequently decomposed to yield pure metal (e.g., Mond process for nickel, Van Arkel method for zirconium/titanium). Instead, the source describes physical separation and distillation/sublimation based on boiling point differences.",../../../ch-7_vapour_phase_refining/tamil-native/evaluation/claude-sonnet-5__a06b016d156f/results.md,../ch-7_vapour_phase_refining/tamil-native/claude-sonnet-5__a06b016d156f/results.md,-3
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\tamil-native\gemini-3.8-flash__c128eb57dcf1.json,ch-7_vapour_phase_refining,gemini-3.8-flash,tamil-native,Tamil,on_topic,on_topic,5,5,0,0,0,"The response accurately and comprehensively explains vapour phase refining in metallurgy, including its general principles and conditions, alongside the standard textbook examples (Mond process and Van Arkel process) and an introductory analogy.","The text directly and thoroughly explains vapour phase refining in metallurgy, including its general principles, necessary conditions, and standard industrial examples (Mond process and Van Arkel method).",../../../ch-7_vapour_phase_refining/tamil-native/evaluation/gemini-3.8-flash__c128eb57dcf1/results.md,../ch-7_vapour_phase_refining/tamil-native/gemini-3.8-flash__c128eb57dcf1/results.md,0
